Country,Date,Cases,Deaths,Recovered,Active,Critical,Tests,Population,Vaccinated
India,2023-07-02,483,6,74,391,9,64080,11792274,18340
India,2023-04-23,494,30,120,103,23,60312,16357473,68863
India,2023-09-25,251,3,456,432,37,45034,4850996,88286
India,2023-02-26,558,52,900,179,14,27013,19114893,62923
India,2023-03-21,171,31,765,2,11,5607,1489736,74058
India,2023-06-02,7,67,554,185,22,41270,7650268,69314
India,2023-05-24,381,17,115,183,39,82358,7806601,48957
India,2023-04-18,199,18,81,461,35,92746,3833890,33640
India,2023-06-11,860,63,589,231,22,85845,3402091,42403
India,2023-03-30,624,77,241,240,30,31427,3696690,51111
India,2023-09-17,104,76,948,10,9,16164,10244661,59731
India,2023-03-04,352,36,597,282,36,91713,5596867,27188
India,2023-10-24,963,83,439,438,14,95219,12407411,13348
India,2023-08-03,50,43,326,350,38,22903,16878170,86565
India,2023-06-08,291,80,768,167,7,3003,13455580,77255
India,2023-07-08,277,29,454,216,22,18283,1939828,32825
India,2023-08-27,545,34,632,25,1,78399,9304399,32534
India,2023-05-24,456,52,830,341,9,55283,6155098,90483
India,2023-02-11,664,19,148,193,29,77053,12839172,60272
India,2023-11-27,126,95,901,196,33,60519,12824117,23146
India,2023-11-23,249,30,957,135,29,78000,5433550,57319
India,2023-05-26,616,38,627,29,20,28617,6419420,61307
India,2023-10-19,275,78,301,439,3,32637,8967768,41232
India,2023-02-05,527,63,556,63,35,26718,1136745,60940
India,2023-09-19,912,28,191,197,26,57165,9817518,36458
India,2023-06-06,963,37,185,364,7,22684,18522757,41739
India,2023-11-27,531,64,301,393,12,9329,5662388,57546
India,2023-09-14,115,99,723,39,28,42433,14110298,15028
India,2023-09-26,217,42,651,285,19,15148,13514550,91858
India,2023-01-09,134,49,292,21,45,63053,15785120,87760
India,2023-07-24,570,66,535,124,18,12508,14007936,20096
India,2023-08-15,113,5,438,52,18,66386,17954621,50967
India,2023-11-20,555,67,36,230,6,42860,8891554,34433
India,2023-02-11,988,66,874,257,49,66832,11803341,78727
India,2023-11-04,59,94,157,366,40,29997,14530896,33864
India,2023-03-30,332,80,928,481,26,98265,19194698,52168
India,2023-05-12,983,17,823,337,48,20507,16099002,59517
India,2023-02-26,721,82,746,82,14,12529,9590098,77279
India,2023-01-10,467,72,720,30,45,97617,4657801,67158
India,2023-09-02,457,77,678,453,41,29843,13914407,88549
India,2023-03-28,635,48,702,228,49,27493,9687147,9787
India,2023-06-08,117,42,95,316,2,2635,11740035,8400
India,2023-07-22,713,4,699,17,36,83350,11430318,72171
India,2023-06-12,197,31,344,461,26,30980,16999486,35533
India,2023-06-18,699,46,1,21,30,80234,1061796,27626
India,2023-10-08,623,65,952,317,18,97022,18108250,22536
India,2023-02-06,777,81,960,216,27,53033,19135689,83897
India,2023-07-13,684,90,937,66,47,64574,8995955,99648
India,2023-11-17,659,57,84,333,40,28358,12823289,64888
India,2023-03-28,706,18,630,384,31,8134,19300829,69490
India,2023-02-11,538,90,823,171,19,14717,2370447,63628
India,2023-04-14,257,34,89,72,10,5889,2840872,57103
India,2023-06-09,961,59,249,306,33,34423,1633175,50597
India,2023-05-11,133,93,673,37,6,51013,9001566,27670
India,2023-07-20,854,9,962,198,38,36307,3843752,29184
India,2023-11-28,903,82,652,327,43,5269,18787101,14128
India,2023-05-12,412,17,11,41,38,67706,16532436,52754
India,2023-05-23,487,43,708,324,11,55744,16268702,37173
India,2023-02-24,806,15,421,395,28,33235,9881789,24289
India,2023-04-26,660,36,914,309,32,19803,8510826,60215
India,2023-10-14,806,49,739,291,2,16439,8759998,26012
India,2023-02-10,448,34,835,379,37,52563,19210082,79405
India,2023-02-26,947,68,808,488,7,28049,10763916,6170
India,2023-05-16,922,1,723,123,38,18799,18710606,81853
India,2023-05-24,947,42,559,129,50,52174,1240824,6046
India,2023-10-01,973,80,302,143,6,50245,12545754,73049
India,2023-01-16,408,40,788,100,16,86842,2339700,40090
India,2023-06-19,986,50,763,332,41,48198,19707268,7790
India,2023-09-30,107,96,970,51,34,28964,3715593,83680
India,2023-06-12,741,26,82,400,20,57820,7404063,33825
India,2023-10-17,156,5,700,327,8,59220,15909045,84735
India,2023-07-20,407,70,615,77,40,49148,11965135,82397
India,2023-08-04,712,26,584,305,29,32393,10678043,69226
India,2023-09-03,553,25,621,132,7,31101,14088076,90758
India,2023-01-19,969,22,893,111,44,76290,11242596,468
India,2023-05-19,923,54,16,255,26,86194,17977185,31198
India,2023-09-14,711,30,893,461,36,83023,15095902,71091
UK,2023-06-22,502,0,545,379,32,26882,17373305,33033
UK,2023-03-21,772,19,962,11,15,31681,13308675,49754
UK,2023-04-17,513,46,617,172,48,38861,1003016,30840
UK,2023-06-10,835,42,254,257,12,53313,9352137,48245
UK,2023-02-11,264,64,776,143,26,97803,1949708,78906
UK,2023-11-26,991,24,180,145,46,88727,1766371,88427
UK,2023-02-10,693,32,77,384,9,13153,5444645,49683
UK,2023-09-26,687,37,808,207,40,58134,12418613,76711
UK,2023-07-08,980,74,278,459,32,35809,6933046,7013
UK,2023-01-27,255,83,925,393,9,57981,12819041,90625
UK,2023-07-09,722,24,302,398,2,41101,15345866,1188
UK,2023-04-10,865,59,786,156,19,37468,18770104,29408
UK,2023-03-20,155,61,363,177,24,11668,13346264,26458
UK,2023-10-14,161,74,527,340,45,76576,2011135,82467
UK,2023-11-08,747,22,914,82,48,18944,1297905,77967
UK,2023-07-01,975,4,301,205,6,54428,3064950,85666
UK,2023-09-03,823,6,574,89,15,18453,17462029,61853
UK,2023-01-03,20,50,955,438,22,34091,7304783,95326
UK,2023-02-11,671,26,758,432,12,86920,6333983,34686
UK,2023-05-24,925,46,554,2,29,82847,13380206,19353
UK,2023-11-26,906,79,766,234,41,17509,10479635,35158
UK,2023-06-22,453,71,720,479,19,81479,3017807,15397
UK,2023-02-02,785,44,644,405,33,50709,14961294,56420
UK,2023-07-31,761,38,667,317,48,61297,9021317,57020
UK,2023-11-10,280,3,936,267,13,19197,12918488,83762
UK,2023-05-11,996,29,422,26,41,29910,10693219,74237
UK,2023-11-19,579,98,590,145,47,25630,12062491,24826
UK,2023-01-30,372,4,74,131,36,22144,8676545,85832
UK,2023-07-17,594,87,51,462,0,49466,15917183,9859
UK,2023-09-23,791,90,874,389,5,10083,9156516,86269
UK,2023-10-18,77,65,791,3,4,80236,8550561,63659
UK,2023-07-06,162,2,205,245,9,37706,19382911,67171
UK,2023-09-05,385,25,856,170,9,32074,18824132,8056
UK,2023-05-01,495,11,596,271,31,13975,6666619,26353
UK,2023-02-27,728,31,457,500,36,74623,8203114,95267
UK,2023-02-26,169,85,423,341,38,98096,14095895,32930
UK,2023-07-25,784,5,20,327,24,20821,6400031,34768
UK,2023-10-27,677,55,122,408,49,13118,17998300,25207
UK,2023-05-17,125,32,502,411,20,91074,5272435,84933
UK,2023-05-05,161,20,726,419,25,38728,5570609,35366
UK,2023-07-24,393,67,942,22,4,95047,17261052,44792
UK,2023-08-12,779,75,168,219,21,9408,7959625,12037
UK,2023-01-03,705,49,752,119,2,38397,12940607,71335
UK,2023-04-14,858,42,186,125,37,82927,10731384,35923
UK,2023-04-05,70,26,389,271,9,29400,17523960,51480
UK,2023-10-01,121,18,258,326,50,54056,15311250,787
UK,2023-03-18,285,99,561,136,46,23215,12891017,45460
UK,2023-11-28,217,48,114,186,7,63531,13645276,62675
UK,2023-07-20,650,16,318,359,37,58779,8594706,71535
UK,2023-10-02,340,6,272,216,44,33123,7373081,80895
UK,2023-06-12,834,88,526,109,8,88061,4668337,20111
UK,2023-11-09,589,44,404,5,42,81205,16001244,70182
UK,2023-04-23,253,55,838,449,8,42526,2559497,61369
UK,2023-11-02,980,95,154,333,16,51346,4489358,62191
UK,2023-11-02,223,47,534,196,1,34462,11553904,95094
UK,2023-10-25,676,79,74,15,8,61828,12701415,94114
UK,2023-11-17,681,33,581,320,35,95261,1676330,98843
UK,2023-10-02,1,26,265,473,7,7270,13807856,58643
UK,2023-04-04,698,39,614,100,11,36409,8800755,44499
UK,2023-01-08,6,44,233,329,45,92768,17310216,5102
UK,2023-02-05,389,23,1,325,21,67909,7018601,99910
UK,2023-02-20,238,0,782,489,14,53119,17616406,45438
UK,2023-04-20,697,82,572,455,44,30261,2841380,82157
UK,2023-03-07,997,79,693,123,19,37544,5923585,37363
UK,2023-06-08,277,77,526,136,41,77161,5189049,37165
UK,2023-05-03,816,57,551,484,18,92014,19043972,39377
UK,2023-03-22,387,81,817,453,46,61174,14262064,76611
UK,2023-01-02,789,21,141,58,22,30561,10305964,9662
UK,2023-01-10,771,46,522,237,0,51228,17967043,17392
UK,2023-02-18,41,72,186,99,33,97474,1897013,26230
UK,2023-06-30,624,70,299,372,7,65305,3516723,86657
UK,2023-06-01,952,23,941,255,11,19698,13178768,51263
UK,2023-05-21,390,57,691,224,8,47586,6465322,94980
UK,2023-02-08,986,36,892,220,25,82052,3195408,39640
UK,2023-03-26,632,6,605,268,31,69647,2441461,35570
UK,2023-08-23,308,34,140,362,33,73604,3789201,48947
UK,2023-02-09,558,61,589,234,37,38535,4441241,1266
UK,2023-04-23,725,43,953,163,33,41811,9762326,88099
UK,2023-07-01,442,3,409,342,10,26065,11747579,20419
UK,2023-11-06,254,36,934,89,27,81806,19449923,58686
UK,2023-10-19,383,2,509,378,39,31551,9105067,11458
UK,2023-04-05,454,7,71,45,9,71667,15955307,80258
UK,2023-01-07,647,36,34,305,17,75806,19440368,56317
UK,2023-08-16,282,86,810,320,25,4822,8683893,90173
UK,2023-04-19,738,51,160,162,1,38029,6712563,50594
UK,2023-03-18,506,13,823,378,36,43610,7127684,18915
UK,2023-01-19,941,87,952,23,29,10882,13421797,6268
UK,2023-01-17,373,24,407,3,24,31960,10850041,64718
UK,2023-02-11,695,13,230,380,44,9672,12151903,6072
UK,2023-08-22,684,52,529,127,43,21987,7421528,24291
UK,2023-09-22,141,68,81,22,46,70529,18414330,63629
UK,2023-11-12,493,15,57,468,3,56639,6513243,22860
UK,2023-10-24,173,31,645,213,42,41200,12510247,8054
UK,2023-01-15,111,39,876,396,23,51199,2755616,18483
UK,2023-04-02,308,59,244,294,14,88551,15778892,5819
UK,2023-11-20,608,44,830,448,8,82339,5352762,14866
UK,2023-04-05,86,100,13,269,13,52334,6325817,65762
UK,2023-02-09,387,79,261,252,12,55068,16803159,71692
UK,2023-02-18,929,39,230,1,40,11281,4289114,9708
UK,2023-02-10,533,76,171,237,2,18553,10668173,64534
UK,2023-09-21,441,99,797,89,7,56010,12897329,15267
UK,2023-11-13,922,7,528,497,12,42836,5996933,25228
UK,2023-09-13,713,7,24,319,39,55856,5255490,30646
UK,2023-11-26,960,64,373,396,19,16445,4801841,84321
UK,2023-06-22,628,21,833,350,16,21856,4520699,64617
UK,2023-06-06,819,57,27,370,9,99757,14818088,37598
UK,2023-01-02,405,5,780,4,48,5297,6893553,34224
UK,2023-04-28,789,47,811,247,7,35540,15085590,97379
UK,2023-10-21,374,69,792,139,15,70473,15813279,86819
UK,2023-04-23,997,47,991,205,26,13272,8234239,55658
UK,2023-05-18,954,84,67,168,6,44082,4803000,26794
UK,2023-09-28,879,85,632,204,18,94631,10312980,11323
UK,2023-02-24,687,91,762,441,22,87167,16793688,71423
UK,2023-07-26,984,56,1,211,25,18311,9097422,29057
UK,2023-05-27,279,92,35,127,12,68035,6186286,56850
UK,2023-10-06,791,90,410,26,25,71245,13412913,22632
UK,2023-01-29,575,70,582,272,45,90083,5096005,88896
UK,2023-07-31,446,65,649,6,29,41883,16579510,62916
UK,2023-01-31,866,8,158,312,45,20388,14688529,63634
UK,2023-01-27,405,78,986,42,27,28899,14267648,42608
UK,2023-10-04,689,96,537,473,18,46944,16643669,11554
UK,2023-01-16,92,95,223,307,3,20041,14342789,25172
UK,2023-10-21,652,92,793,365,25,54258,15539319,82997
UK,2023-06-11,462,7,347,217,9,30912,13608003,15214
UK,2023-01-15,744,59,717,236,15,67536,11450540,22430
UK,2023-08-23,575,96,156,23,24,51467,6197835,9540
UK,2023-07-30,320,19,662,42,31,24808,2394355,10041
UK,2023-06-15,920,32,543,29,48,57852,11635573,55733
UK,2023-01-24,149,98,370,484,3,42809,15342783,76108
UK,2023-08-07,335,24,934,481,4,90655,5787806,77111
UK,2023-06-01,62,5,267,216,45,25410,19727895,46911
UK,2023-10-14,261,67,325,49,27,45206,2791796,47001
UK,2023-03-23,194,79,781,1,3,40767,18188108,22999
UK,2023-03-26,26,96,151,208,41,50793,17199621,27245
UK,2023-04-04,555,21,30,224,29,61202,14349655,36083
UK,2023-07-22,201,72,347,218,30,65737,10877990,81910
UK,2023-11-06,235,35,804,319,23,29158,18283631,15358
UK,2023-08-01,633,2,150,94,41,19341,13844244,95399
UK,2023-09-04,309,48,315,326,21,68663,12279300,58892
UK,2023-11-08,846,20,588,193,32,48354,3035255,30519
UK,2023-03-14,228,72,850,430,0,70898,7903521,60119
UK,2023-01-26,610,66,108,123,49,4389,14838502,54225
UK,2023-10-15,129,93,118,344,5,47471,10532445,26957
UK,2023-03-01,998,26,582,86,27,89994,4937355,55686
UK,2023-08-30,501,68,692,228,1,25229,5237250,7292
UK,2023-05-10,119,16,579,496,41,15276,6874945,1345
UK,2023-10-26,951,88,964,116,35,39966,16693278,69849
UK,2023-08-03,582,50,670,126,29,43399,11199859,91602
UK,2023-03-05,732,35,98,272,10,59790,18506587,90784
UK,2023-02-21,56,87,534,268,34,47600,5914064,26503
UK,2023-08-02,811,43,762,462,1,52509,15034294,68471
UK,2023-03-01,597,18,190,32,21,30003,8119035,46565
UK,2023-10-19,865,17,960,120,36,5940,9477937,52173
UK,2023-09-21,897,39,451,7,24,46331,9222606,1448
UK,2023-05-19,818,77,384,260,34,28588,4177628,95079
UK,2023-07-16,34,40,865,301,28,8612,12166855,81484
UK,2023-11-20,883,29,264,482,40,46053,4497414,98784
UK,2023-06-24,289,30,326,144,29,30442,3616240,75915
UK,2023-06-08,723,50,632,463,22,1081,19020298,91965
UK,2023-07-14,864,56,515,446,30,30880,18723208,71515
UK,2023-08-19,567,37,876,84,50,51527,3682790,24651
UK,2023-03-05,309,21,35,76,9,48980,8497971,45475
UK,2023-07-14,545,30,802,451,11,5517,16876467,32051
UK,2023-02-22,904,37,659,268,27,2797,18347348,49844
UK,2023-06-22,136,53,151,356,8,26346,6827477,15510
UK,2023-07-06,737,61,731,405,25,1306,9474414,83619
UK,2023-08-11,725,31,79,205,31,6034,5051786,35597
UK,2023-01-30,237,6,734,185,32,89007,18869188,24056
UK,2023-08-04,898,60,115,468,2,48882,7059293,46561
UK,2023-10-31,410,76,49,367,14,35517,18737816,50003
UK,2023-03-17,511,53,898,32,10,60723,14292728,96478
UK,2023-03-07,250,81,193,260,18,99221,9525893,26664
UK,2023-01-12,335,46,742,481,28,9384,8740156,19814
UK,2023-11-12,777,40,377,496,50,18138,13002413,117
UK,2023-05-21,287,69,964,409,25,30989,7794878,88245
UK,2023-08-22,109,42,642,10,23,76682,1980226,71260
UK,2023-01-01,588,25,898,465,15,34201,6553871,2853
UK,2023-01-10,661,64,487,289,13,86349,16201196,97018
UK,2023-09-24,20,42,704,488,38,37628,3423351,36578
UK,2023-08-09,660,8,368,432,31,10773,17228041,36480
UK,2023-08-17,192,95,817,498,31,16738,15330892,74827
UK,2023-10-31,185,66,244,223,45,5372,5709952,60972
UK,2023-06-14,984,22,120,358,9,20791,6864487,11862
UK,2023-05-31,971,93,197,333,20,39478,8169819,40816
UK,2023-04-09,850,45,965,283,5,19793,9051686,38927
UK,2023-04-10,955,98,215,446,7,75141,19843507,81073
UK,2023-09-17,236,88,640,215,32,56206,4040188,38082
UK,2023-05-27,609,59,410,323,3,37402,1202908,88458
UK,2023-05-08,743,1,486,45,39,49025,3292143,37446
UK,2023-07-30,734,75,393,484,28,65344,19747543,38214
UK,2023-10-15,152,53,716,400,0,21029,7680916,98
UK,2023-10-19,232,75,319,301,45,84670,10013400,94587
UK,2023-06-10,897,28,541,193,0,10330,7015718,10378
UK,2023-04-30,839,84,489,234,46,77690,4588289,87930
UK,2023-02-15,191,36,586,198,46,29090,8936927,4411
UK,2023-06-09,796,30,388,2,17,10955,10591295,21376
UK,2023-10-07,283,82,159,182,50,38522,15752963,23031
UK,2023-02-01,988,8,880,446,23,70822,8738875,23612
UK,2023-06-05,808,47,856,377,39,41474,19341380,79989
UK,2023-01-05,203,67,300,330,44,22496,13816265,77509
UK,2023-07-29,354,91,870,75,2,74095,14770131,45797
UK,2023-09-15,651,15,747,223,5,70723,15875347,88127
UK,2023-06-08,574,100,809,227,12,62384,5667312,87857
UK,2023-08-13,299,50,820,169,29,19922,3090674,55101
UK,2023-03-14,694,51,676,302,8,51845,1442917,59214
UK,2023-10-11,236,77,758,371,0,93188,13235298,99475
UK,2023-03-12,409,93,754,43,49,80972,5498215,97612
UK,2023-11-09,606,86,972,22,9,87725,6890437,86395
UK,2023-02-16,210,90,759,228,40,72456,15550616,92939
UK,2023-05-15,590,53,507,212,44,83358,8522198,86582
UK,2023-09-12,631,76,418,332,39,99070,19659548,15891
UK,2023-06-06,16,47,438,83,34,21566,3279662,70521
UK,2023-09-05,427,26,576,255,2,18733,7481925,70985
UK,2023-02-21,35,18,636,24,45,72390,19253189,98006
UK,2023-06-24,781,30,399,45,7,7997,15158683,69351
UK,2023-09-23,402,74,261,37,14,89485,12006752,56033
UK,2023-06-06,68,12,98,177,20,34676,9578496,68799
UK,2023-02-01,230,92,395,404,41,43208,14120253,53249
UK,2023-02-01,198,0,733,60,26,17731,4686268,77992
UK,2023-01-12,390,29,373,149,13,31339,10937430,14652
UK,2023-11-17,89,4,695,172,3,33966,2231192,40684
UK,2023-01-07,196,57,36,23,41,59136,3276645,30935
UK,2023-09-19,929,65,701,262,21,57148,14953233,83695
UK,2023-06-11,449,41,156,498,21,27824,9785429,76083
UK,2023-04-20,978,72,764,316,28,8902,15983313,66318
UK,2023-08-29,852,41,502,475,19,15055,11868509,90751
UK,2023-02-02,764,25,226,193,25,73164,10891990,74757
UK,2023-03-06,518,47,418,341,31,87034,18642737,38763
UK,2023-09-03,148,41,705,75,32,78500,12129317,14752
UK,2023-10-12,538,45,151,451,2,67650,8106904,32345
UK,2023-06-24,726,77,209,360,3,69829,17334835,97230
UK,2023-05-05,327,53,173,330,32,44466,16634094,90543
UK,2023-03-22,227,29,744,298,26,5584,9989336,22244
UK,2023-01-15,246,23,476,259,3,98302,14453865,27473
UK,2023-07-12,255,31,453,447,17,77013,17481267,7450
UK,2023-10-28,434,28,869,395,5,81972,3289835,88535
UK,2023-01-12,506,14,788,321,13,16048,6065243,15256
UK,2023-04-03,957,17,583,317,19,89564,4724064,41960
UK,2023-09-08,346,53,61,488,41,64566,7603427,9501
UK,2023-01-15,135,20,35,261,40,98856,1718604,93357
UK,2023-04-17,403,9,501,210,21,67190,1654193,36500
UK,2023-05-08,635,21,358,198,32,19980,17501107,75084
UK,2023-06-12,186,64,312,491,6,68933,9741047,85404
UK,2023-04-25,650,55,761,22,50,64764,5382217,945
UK,2023-01-03,499,42,464,50,28,23788,13430227,48086
UK,2023-11-22,362,48,380,186,14,6202,4824159,93850
UK,2023-06-29,108,11,696,37,20,27487,12851739,5895
UK,2023-01-30,188,94,766,314,3,84393,9361857,8029
UK,2023-06-02,594,95,851,255,42,26802,16271055,1706
UK,2023-09-12,310,6,768,8,2,87061,6719109,58415
UK,2023-10-06,293,22,880,141,43,15532,7559695,29743
UK,2023-07-10,903,0,601,206,31,55543,7355287,96332
UK,2023-10-24,508,37,109,86,19,67699,2668267,36393
UK,2023-11-13,984,66,455,202,27,33455,18973129,63056
UK,2023-06-08,974,66,982,181,20,61995,2775587,477
UK,2023-03-05,373,14,148,290,11,18897,7184580,17749
UK,2023-04-05,721,6,326,237,22,84139,7427085,99242
UK,2023-10-10,303,56,818,379,14,91109,3701645,73263
UK,2023-01-19,390,49,454,345,30,49481,3247409,51221
UK,2023-01-21,587,45,593,499,47,53218,3902001,4386
UK,2023-08-12,94,72,172,496,49,1431,2258338,4369
UK,2023-05-07,92,66,480,350,17,37196,11858343,22118
UK,2023-06-18,434,71,636,206,14,25247,7179070,14751
UK,2023-04-25,806,21,896,485,46,87943,18555710,91459
UK,2023-10-15,367,16,215,243,34,28128,16257016,93070
UK,2023-08-18,108,7,67,305,49,91567,6390309,22855
UK,2023-03-24,835,61,864,64,9,41451,15442662,26388
UK,2023-09-29,271,15,268,480,36,8001,17179499,28214
UK,2023-09-06,732,52,373,437,14,40566,2824437,28031
UK,2023-10-18,813,83,844,475,42,69050,7433264,30954
UK,2023-03-07,318,91,93,249,7,19226,6133596,78916
UK,2023-11-25,580,79,347,112,46,5254,16205036,62350
UK,2023-01-31,23,90,518,382,48,59827,4036103,37381
UK,2023-08-22,481,31,213,106,32,89009,10148742,77704
UK,2023-10-01,652,44,36,443,28,16979,12785938,92794
UK,2023-02-07,872,73,181,336,3,95251,12802833,78334
UK,2023-01-06,156,80,695,409,27,52965,13170201,78411
UK,2023-07-31,678,28,61,187,27,65530,16075179,39926
UK,2023-09-25,242,14,276,424,6,80250,3464401,7179
UK,2023-07-21,762,67,172,283,47,23633,5487788,88813
UK,2023-03-25,568,84,371,257,12,33327,1952801,89616
UK,2023-04-01,747,4,127,53,31,25537,11892559,57308
UK,2023-11-05,60,58,0,75,21,32659,13035837,21120
UK,2023-02-03,938,16,82,384,0,79314,16033056,83574
UK,2023-06-20,457,90,111,211,38,67767,15997359,28217
UK,2023-09-07,884,82,205,169,24,96894,9151360,30479
UK,2023-04-15,137,18,68,408,1,43519,18687558,39517
UK,2023-08-17,40,81,791,453,41,59855,16960176,71444
UK,2023-10-10,67,26,463,299,27,24929,13654437,71218
UK,2023-01-11,167,47,526,79,41,24745,12053075,16457
UK,2023-06-29,757,21,568,0,36,12885,15300230,65917
UK,2023-07-27,382,38,519,257,0,8930,10832166,92576
UK,2023-11-11,661,26,387,379,35,63065,14176417,64224
UK,2023-11-26,408,52,642,245,40,74698,3443271,23320
UK,2023-11-17,845,49,65,30,17,58588,6732134,80557
UK,2023-06-23,852,77,353,149,46,29375,12245635,25900
UK,2023-01-11,677,79,370,140,6,95857,5516611,15968
UK,2023-03-12,997,74,203,311,40,59060,8792000,79475
UK,2023-11-15,606,86,465,286,25,20594,15022145,36574
UK,2023-03-07,554,33,543,428,20,91517,18395919,83242
UK,2023-03-31,502,69,505,323,25,19285,10907235,10152
UK,2023-02-05,286,31,794,150,10,74005,14684884,33884
UK,2023-01-01,93,16,125,123,22,78895,15654706,88106
UK,2023-07-04,86,91,251,226,27,17070,19311226,57817
UK,2023-08-07,462,80,554,141,26,12726,9104995,60651
UK,2023-08-23,360,31,456,92,5,96952,16096719,72142
UK,2023-01-22,508,16,979,42,12,71655,19949890,9080
UK,2023-06-04,157,96,190,24,21,76633,6651814,5606
UK,2023-09-08,489,26,891,9,48,70600,4009899,94663
UK,2023-10-21,955,96,522,488,37,98817,12811626,40430
UK,2023-02-15,81,37,69,449,30,53160,19494986,18054
UK,2023-01-31,135,93,84,355,45,43075,9663469,91242
UK,2023-04-26,436,47,129,106,32,80712,1286117,87081
UK,2023-07-30,901,78,68,252,4,87500,18459450,96050
UK,2023-07-30,573,63,49,500,10,56968,15811786,63547
UK,2023-09-17,27,77,262,86,11,71954,7159449,91257
UK,2023-07-06,849,41,887,191,46,24306,7581548,39827
UK,2023-04-30,870,48,994,273,47,91913,7496548,94455
UK,2023-11-04,995,25,672,401,31,95363,5976650,84288
UK,2023-02-16,467,87,319,155,29,12887,2190021,12717
UK,2023-08-13,372,1,295,70,25,61109,14011193,31295
UK,2023-11-07,185,43,296,303,7,51388,6488773,49548
UK,2023-08-24,372,7,400,9,22,59631,7969287,51741
UK,2023-07-17,169,85,120,485,46,54155,15611387,73968
UK,2023-03-05,22,59,724,250,4,80779,2505427,77790
UK,2023-06-07,908,16,814,495,21,57783,9733054,7086
UK,2023-11-08,434,99,301,6,38,66385,14439276,71377
UK,2023-07-19,893,99,37,111,16,21497,19257086,59747
UK,2023-07-30,120,26,75,41,15,50992,3769708,14959
UK,2023-10-15,815,54,265,421,15,56630,5940651,97051
UK,2023-08-18,954,47,867,305,39,76655,7812438,57269
UK,2023-09-01,117,10,274,368,42,48123,5457841,94041
UK,2023-06-07,625,5,737,401,6,75433,7734355,47682
UK,2023-01-27,783,26,185,283,8,36510,13331989,11253
UK,2023-10-09,139,31,563,90,28,1895,7736824,12686
UK,2023-01-07,886,5,604,78,37,82665,19168128,54821
UK,2023-08-31,436,21,716,259,7,13820,10744850,69360
UK,2023-11-03,242,92,864,120,50,60849,17373319,76023
UK,2023-08-17,570,44,293,162,34,58411,1277820,74863
UK,2023-09-03,723,49,509,330,41,60703,13522271,47220
UK,2023-08-12,221,44,934,264,10,1581,5955397,89599
UK,2023-04-14,110,61,594,279,32,40749,17542528,14888
UK,2023-11-15,518,48,78,433,1,81965,10710441,56546
UK,2023-11-12,112,24,681,31,24,77439,14241355,23222
UK,2023-06-13,613,34,403,64,18,60038,2138124,39290
UK,2023-09-25,293,59,637,124,14,61528,10774162,26772
UK,2023-05-30,724,61,749,258,40,61844,9516365,69983
UK,2023-02-21,749,77,55,58,2,37842,10227738,8256
UK,2023-01-27,39,61,414,300,49,20202,14519429,57559
UK,2023-03-03,328,55,604,106,20,86751,15004050,80384
UK,2023-08-14,558,1,239,362,10,94424,12754822,10230
UK,2023-09-25,540,39,379,308,41,83334,16972547,91102
UK,2023-10-06,307,60,637,255,35,87373,5109208,70989
UK,2023-11-23,424,74,263,184,15,13642,3806732,68404
UK,2023-04-24,398,62,665,254,0,47247,17797408,3274
UK,2023-07-14,584,90,775,145,17,91879,2254323,35519
UK,2023-03-08,130,13,760,446,13,21145,16224676,91616
UK,2023-03-18,946,51,295,248,6,84163,11598769,109
UK,2023-06-21,120,18,63,378,50,21144,15235181,85073
UK,2023-06-25,862,47,931,401,47,46145,3834205,36338
UK,2023-04-19,567,31,44,367,34,11128,8034547,2589
UK,2023-03-15,282,18,202,127,23,81980,5832219,97315
UK,2023-05-22,83,67,156,141,5,90428,10775824,84987
UK,2023-04-23,499,17,454,404,21,84255,18893592,54161
UK,2023-10-02,505,59,391,378,4,48141,7266434,50950
UK,2023-10-11,416,89,699,443,28,85724,16480720,2407
UK,2023-11-15,317,62,461,474,47,28975,18501490,25929
UK,2023-06-04,12,30,413,21,2,21113,9658715,90353
UK,2023-06-20,675,38,336,461,1,33550,17338733,76987
UK,2023-05-11,824,49,117,328,28,46651,11479626,99678
UK,2023-04-25,436,84,206,68,30,45802,12386460,34529
UK,2023-09-29,683,79,528,218,45,95759,15205046,20559
UK,2023-11-27,579,8,9,313,39,42542,4971117,72897
UK,2023-05-29,758,75,372,491,48,37723,2532683,49540
UK,2023-11-19,321,16,207,485,19,60065,6046541,98264
UK,2023-06-16,981,71,515,415,7,59020,11375648,49545
UK,2023-03-25,442,81,265,335,23,25160,13306531,1251
UK,2023-01-28,539,9,99,432,5,1893,3463000,73073
UK,2023-02-13,599,94,252,443,6,57490,5696704,31574
UK,2023-08-02,586,84,314,133,33,57744,11214198,92324
UK,2023-06-04,881,56,127,251,42,18349,14573978,84720
UK,2023-11-22,356,71,924,360,24,55156,9218788,63430
UK,2023-06-30,224,52,976,129,12,54935,17955319,71432
UK,2023-04-12,126,95,632,59,27,56413,2610036,74235
UK,2023-08-19,188,17,429,253,7,21050,15672480,9015
UK,2023-08-17,48,76,774,84,22,9872,9465377,93840
UK,2023-10-02,560,31,211,233,20,76068,18097064,43711
UK,2023-09-12,684,76,66,486,2,22282,11284869,64633
UK,2023-03-15,344,89,309,184,40,94554,11240983,30605
UK,2023-11-12,291,68,504,312,10,55543,17181924,23876
UK,2023-05-12,30,33,843,484,21,32189,18596479,86959
